tahun,nama_provinsi,jenis_sampah,persentase
2024,Sulawesi Tenggara,Kayu/Ranting,9.376667
2024,Sulawesi Tenggara,Kertas/Karton,8.416667
2024,Sulawesi Tenggara,Plastik,16.205
2024,Sulawesi Tenggara,Logam,2.518333
2024,Sulawesi Tenggara,Kain,2.218
2024,Sulawesi Tenggara,Karet/Kulit,2.92
2024,Sulawesi Tenggara,Kaca,1.952
2024,Sulawesi Tenggara,Lainnya,14.158334
2024,Gorontalo,Sisa Makanan,19.0
2024,Gorontalo,Kayu/Ranting,8.0
2024,Gorontalo,Kertas/Karton,16.0
2024,Gorontalo,Plastik,28.0
2024,Gorontalo,Logam,20.0
2024,Gorontalo,Kain,2.0
2024,Gorontalo,Karet/Kulit,7.0
2024,Sulawesi Barat,Sisa Makanan,30.0
2024,Sulawesi Barat,Kayu/Ranting,12.0
2024,Sulawesi Barat,Kertas/Karton,20.0
2024,Sulawesi Barat,Plastik,15.0
2024,Sulawesi Barat,Logam,7.0
2024,Sulawesi Barat,Kain,8.0
2024,Sulawesi Barat,Karet/Kulit,5.0
2024,Sulawesi Barat,Kaca,1.1
2024,Papua,Sisa Makanan,24.0
2024,Papua,Kayu/Ranting,5.0
2024,Papua,Kertas/Karton,15.75
2024,Papua,Plastik,22.155
2024,Papua,Logam,14.665
2024,Papua,Kain,3.5
2024,Papua,Karet/Kulit,5.28
2024,Papua,Kaca,5.4
2024,Papua,Lainnya,4.25
2024,Papua Barat,Sisa Makanan,26.333333
2024,Papua Barat,Kayu/Ranting,6.0
2024,Papua Barat,Kertas/Karton,12.0
2024,Papua Barat,Plastik,27.333333
2024,Papua Barat,Logam,15.0
2024,Papua Barat,Kain,5.0
2024,Papua Barat,Karet/Kulit,2.0
2024,Papua Barat,Kaca,3.0
2024,Papua Barat,Lainnya,22.0
