tahun,nama_provinsi,jenis_sampah,persentase
2020,Sulawesi Utara,Kaca,3.345
2020,Sulawesi Utara,Lainnya,6.815
2020,Sulawesi Tengah,Sisa Makanan,52.98
2020,Sulawesi Tengah,Kayu/Ranting,5.385
2020,Sulawesi Tengah,Kertas/Karton,14.72
2020,Sulawesi Tengah,Plastik,11.715
2020,Sulawesi Tengah,Logam,3.95
2020,Sulawesi Tengah,Kain,2.03
2020,Sulawesi Tengah,Karet/Kulit,1.84
2020,Sulawesi Tengah,Kaca,1.795
2020,Sulawesi Tengah,Lainnya,5.575
2020,Sulawesi Selatan,Sisa Makanan,40.918462
2020,Sulawesi Selatan,Kayu/Ranting,15.043334
2020,Sulawesi Selatan,Kertas/Karton,11.086154
2020,Sulawesi Selatan,Plastik,12.164615
2020,Sulawesi Selatan,Logam,2.667692
2020,Sulawesi Selatan,Kain,2.17
2020,Sulawesi Selatan,Karet/Kulit,1.983
2020,Sulawesi Selatan,Kaca,1.780769
2020,Sulawesi Selatan,Lainnya,3.503636
2020,Gorontalo,Sisa Makanan,49.065001
2020,Gorontalo,Kayu/Ranting,13.15
2020,Gorontalo,Kertas/Karton,11.6
2020,Gorontalo,Plastik,18.445
2020,Gorontalo,Logam,1.0
2020,Gorontalo,Kain,1.0
2020,Gorontalo,Karet/Kulit,1.0
2020,Gorontalo,Kaca,1.1
2020,Gorontalo,Lainnya,5.14
2020,Sulawesi Barat,Sisa Makanan,31.84
2020,Sulawesi Barat,Kayu/Ranting,10.175
2020,Sulawesi Barat,Kertas/Karton,19.525
2020,Sulawesi Barat,Plastik,24.85
2020,Sulawesi Barat,Logam,7.275
2020,Sulawesi Barat,Kain,0.45
2020,Sulawesi Barat,Karet/Kulit,0.35
2020,Sulawesi Barat,Kaca,0.27
2020,Sulawesi Barat,Lainnya,5.8
2020,Maluku,Sisa Makanan,29.5
2020,Maluku,Kayu/Ranting,14.0
2020,Maluku,Kertas/Karton,14.15
2020,Maluku,Plastik,19.45
2020,Maluku,Logam,6.0
2020,Maluku,Kain,4.15
2020,Maluku,Karet/Kulit,2.5
2020,Maluku,Kaca,6.0
2020,Maluku,Lainnya,4.25
2020,Maluku Utara,Sisa Makanan,41.879999
2020,Maluku Utara,Kayu/Ranting,20.41
2020,Maluku Utara,Kertas/Karton,12.37
2020,Maluku Utara,Plastik,12.535
2020,Maluku Utara,Logam,1.61
2020,Maluku Utara,Kain,0.715
2020,Maluku Utara,Karet/Kulit,0.86
2020,Maluku Utara,Kaca,4.03
2020,Maluku Utara,Lainnya,5.59
2020,Papua,Sisa Makanan,29.44
2020,Papua,Kayu/Ranting,18.323333
2020,Papua,Kertas/Karton,12.966667
2020,Papua,Plastik,18.046667
2020,Papua,Logam,8.54
2020,Papua,Kain,2.356667
2020,Papua,Karet/Kulit,5.406667
2020,Papua,Kaca,2.016667
2020,Papua,Lainnya,2.903333
2020,Papua Barat,Sisa Makanan,44.0
2020,Papua Barat,Kertas/Karton,11.0
2020,Papua Barat,Plastik,26.0
2020,Papua Barat,Lainnya,19.0
2021,Aceh,Sisa Makanan,39.366685
2021,Aceh,Kayu/Ranting,13.39064
2021,Aceh,Kertas/Karton,11.984088
2021,Aceh,Plastik,18.017182
2021,Aceh,Logam,3.419318
2021,Aceh,Kain,2.75564
2021,Aceh,Karet/Kulit,1.981429
2021,Aceh,Kaca,2.56193
2021,Aceh,Lainnya,8.017176
2021,Aceh,Sisa Makanan,29.021667
2021,Aceh,Kayu/Ranting,15.213333
2021,Aceh,Kertas/Karton,11.615
2021,Aceh,Plastik,16.24
2021,Aceh,Logam,5.435
2021,Aceh,Kain,5.87
2021,Aceh,Karet/Kulit,3.788333
2021,Aceh,Kaca,3.97
2021,Aceh,Lainnya,8.846667
2021,Sumatera Utara,Sisa Makanan,29.489091
2021,Sumatera Utara,Kayu/Ranting,13.366364
2021,Sumatera Utara,Kertas/Karton,14.402727
2021,Sumatera Utara,Plastik,17.03
2021,Sumatera Utara,Logam,4.575455
2021,Sumatera Utara,Kain,4.0575
2021,Sumatera Utara,Karet/Kulit,2.795455
2021,Sumatera Utara,Kaca,5.093636
2021,Sumatera Utara,Lainnya,11.353
2021,Sumatera Barat,Sisa Makanan,44.069999
2021,Sumatera Barat,Kayu/Ranting,12.548
2021,Sumatera Barat,Kertas/Karton,17.68
2021,Sumatera Barat,Plastik,19.417143
2021,Sumatera Barat,Logam,6.877143
2021,Sumatera Barat,Kain,0.935
2021,Sumatera Barat,Karet/Kulit,0.738
2021,Sumatera Barat,Kaca,1.8
2021,Sumatera Barat,Lainnya,8.544
2021,Riau,Sisa Makanan,52.1875
2021,Riau,Kayu/Ranting,6.8125
2021,Riau,Kertas/Karton,7.4175
2021,Riau,Plastik,18.6125
2021,Riau,Logam,1.916667
2021,Riau,Kain,1.9375
2021,Riau,Karet/Kulit,2.383333
2021,Riau,Kaca,2.55
2021,Riau,Lainnya,10.526667
2021,Jambi,Sisa Makanan,38.87
2021,Jambi,Kayu/Ranting,10.98
2021,Jambi,Kertas/Karton,10.826667
2021,Jambi,Plastik,18.323333
2021,Jambi,Logam,10.896667
2021,Jambi,Kain,1.023333
2021,Jambi,Karet/Kulit,3.793333
2021,Jambi,Kaca,0.766667
2021,Jambi,Lainnya,4.52
2021,Sumatera Selatan,Sisa Makanan,47.07
2021,Sumatera Selatan,Kayu/Ranting,9.545
2021,Sumatera Selatan,Kertas/Karton,10.846667
2021,Sumatera Selatan,Plastik,18.546667
2021,Sumatera Selatan,Logam,3.606667
2021,Sumatera Selatan,Kain,2.366
2021,Sumatera Selatan,Karet/Kulit,1.892
2021,Sumatera Selatan,Kaca,2.135
2021,Sumatera Selatan,Lainnya,4.701667
2021,Bengkulu,Sisa Makanan,45.0
2021,Bengkulu,Kayu/Ranting,35.0
2021,Bengkulu,Kertas/Karton,7.0
2021,Bengkulu,Plastik,8.0
2021,Bengkulu,Logam,4.0
2021,Bengkulu,Kain,0.5
2021,Bengkulu,Kaca,0.5
2021,Lampung,Sisa Makanan,27.58
2021,Lampung,Kayu/Ranting,12.53
2021,Lampung,Kertas/Karton,6.415
2021,Lampung,Plastik,10.07
2021,Lampung,Logam,5.5525
2021,Lampung,Kain,1.866667
2021,Lampung,Karet/Kulit,1.466667
2021,Lampung,Kaca,2.5425
2021,Lampung,Lainnya,8.06
2021,Kepulauan Bangka Belitung,Sisa Makanan,30.434
2021,Kepulauan Bangka Belitung,Kayu/Ranting,21.104
2021,Kepulauan Bangka Belitung,Kertas/Karton,7.022
2021,Kepulauan Bangka Belitung,Plastik,17.376
2021,Kepulauan Bangka Belitung,Logam,5.368
2021,Kepulauan Bangka Belitung,Kain,3.506
2021,Kepulauan Bangka Belitung,Karet/Kulit,2.192
2021,Kepulauan Bangka Belitung,Kaca,3.9
2021,Kepulauan Bangka Belitung,Lainnya,9.098
2021,Kepulauan Riau,Sisa Makanan,30.33
2021,Kepulauan Riau,Kayu/Ranting,12.2
2021,Kepulauan Riau,Kertas/Karton,23.945
2021,Kepulauan Riau,Plastik,19.25
2021,Kepulauan Riau,Logam,2.35
2021,Kepulauan Riau,Kain,3.875
2021,Kepulauan Riau,Karet/Kulit,3.05
2021,Kepulauan Riau,Kaca,2.1
2021,Kepulauan Riau,Lainnya,2.9
2021,Jawa Barat,Sisa Makanan,46.194
2021,Jawa Barat,Kayu/Ranting,11.101111
2021,Jawa Barat,Kertas/Karton,11.632727
2021,Jawa Barat,Plastik,20.652727
2021,Jawa Barat,Logam,2.015455
2021,Jawa Barat,Kain,3.261818
2021,Jawa Barat,Karet/Kulit,1.12
2021,Jawa Barat,Kaca,2.842727
2021,Jawa Barat,Lainnya,7.702727
2021,Jawa Tengah,Sisa Makanan,37.026956
2021,Jawa Tengah,Kayu/Ranting,14.974545
2021,Jawa Tengah,Kertas/Karton,11.806957
2021,Jawa Tengah,Plastik,20.207826
2021,Jawa Tengah,Logam,2.533043
2021,Jawa Tengah,Kain,2.66913
2021,Jawa Tengah,Karet/Kulit,1.474348
2021,Jawa Tengah,Kaca,2.333636
2021,Jawa Tengah,Lainnya,8.031818
2021,Daerah Istimewa Yogyakarta,Sisa Makanan,58.695
2021,Daerah Istimewa Yogyakarta,Kayu/Ranting,10.91
2021,Daerah Istimewa Yogyakarta,Kertas/Karton,9.39
2021,Daerah Istimewa Yogyakarta,Plastik,14.005
2021,Daerah Istimewa Yogyakarta,Logam,1.9
2021,Daerah Istimewa Yogyakarta,Kain,0.445
2021,Daerah Istimewa Yogyakarta,Karet/Kulit,0.13
2021,Daerah Istimewa Yogyakarta,Kaca,5.885
2021,Daerah Istimewa Yogyakarta,Lainnya,8.32
2021,Jawa Timur,Sisa Makanan,45.755238
2021,Jawa Timur,Kayu/Ranting,7.917619
2021,Jawa Timur,Kertas/Karton,9.697143
2021,Jawa Timur,Plastik,14.098095
2021,Jawa Timur,Logam,2.2685
2021,Jawa Timur,Kain,2.3615
2021,Jawa Timur,Karet/Kulit,1.2895
2021,Jawa Timur,Kaca,1.516667
2021,Jawa Timur,Lainnya,12.0465
2021,Banten,Sisa Makanan,63.009998
2021,Banten,Kertas/Karton,9.13
2021,Banten,Plastik,20.02
2021,Banten,Logam,1.0
2021,Banten,Kain,2.0
2021,Banten,Kaca,0.28
2021,Banten,Lainnya,4.56
2021,Bali,Sisa Makanan,12.751667
2021,Bali,Kayu/Ranting,46.997143
2021,Bali,Kertas/Karton,12.088572
2021,Bali,Plastik,19.608571
2021,Bali,Logam,2.161667
2021,Bali,Kain,2.715
2021,Bali,Karet/Kulit,2.293333
2021,Bali,Kaca,1.966
2021,Bali,Lainnya,7.13
2021,Nusa Tenggara Barat,Sisa Makanan,46.07
2021,Nusa Tenggara Barat,Kayu/Ranting,12.393333
2021,Nusa Tenggara Barat,Kertas/Karton,7.563333
2021,Nusa Tenggara Barat,Plastik,16.113333
2021,Nusa Tenggara Barat,Logam,5.12
2021,Nusa Tenggara Barat,Kain,2.17
2021,Nusa Tenggara Barat,Karet/Kulit,1.893333
2021,Nusa Tenggara Barat,Kaca,3.426667
2021,Nusa Tenggara Barat,Lainnya,5.25
2021,Nusa Tenggara Timur,Sisa Makanan,31.645
2021,Nusa Tenggara Timur,Kayu/Ranting,16.75
2021,Nusa Tenggara Timur,Kertas/Karton,18.655
2021,Nusa Tenggara Timur,Plastik,15.8
2021,Nusa Tenggara Timur,Logam,3.825
2021,Nusa Tenggara Timur,Kain,3.135
2021,Nusa Tenggara Timur,Karet/Kulit,1.425
2021,Nusa Tenggara Timur,Kaca,2.735
2021,Nusa Tenggara Timur,Lainnya,6.03
2021,Kalimantan Barat,Sisa Makanan,48.105
2021,Kalimantan Barat,Kayu/Ranting,9.605
2021,Kalimantan Barat,Kertas/Karton,9.465
2021,Kalimantan Barat,Plastik,16.05
2021,Kalimantan Barat,Logam,0.3
2021,Kalimantan Barat,Kain,1.0
2021,Kalimantan Barat,Karet/Kulit,0.9
2021,Kalimantan Barat,Kaca,2.48
2021,Kalimantan Barat,Lainnya,13.195
2021,Kalimantan Tengah,Sisa Makanan,29.65
2021,Kalimantan Tengah,Kayu/Ranting,14.152857
2021,Kalimantan Tengah,Kertas/Karton,12.335714
2021,Kalimantan Tengah,Plastik,28.088571
2021,Kalimantan Tengah,Logam,2.781429
2021,Kalimantan Tengah,Kain,2.795
2021,Kalimantan Tengah,Karet/Kulit,3.085
2021,Kalimantan Tengah,Kaca,1.755
2021,Kalimantan Tengah,Lainnya,6.445714
2021,Kalimantan Selatan,Sisa Makanan,47.930909
2021,Kalimantan Selatan,Kayu/Ranting,6.840909
2021,Kalimantan Selatan,Kertas/Karton,12.577273
2021,Kalimantan Selatan,Plastik,19.048182
2021,Kalimantan Selatan,Logam,1.807273
2021,Kalimantan Selatan,Kain,2.712727
2021,Kalimantan Selatan,Karet/Kulit,1.183
2021,Kalimantan Selatan,Kaca,1.981818
2021,Kalimantan Selatan,Lainnya,6.024545
2021,Kalimantan Timur,Sisa Makanan,51.121428
2021,Kalimantan Timur,Kayu/Ranting,5.95
2021,Kalimantan Timur,Kertas/Karton,14.751429
2021,Kalimantan Timur,Plastik,16.918571
2021,Kalimantan Timur,Logam,1.751429
2021,Kalimantan Timur,Kain,2.82
2021,Kalimantan Timur,Karet/Kulit,0.815714
2021,Kalimantan Timur,Kaca,2.375714
2021,Kalimantan Timur,Lainnya,3.495714
2021,Kalimantan Utara,Sisa Makanan,46.400002
2021,Kalimantan Utara,Kayu/Ranting,8.2
2021,Kalimantan Utara,Kertas/Karton,23.4
2021,Kalimantan Utara,Plastik,21.299999
2021,Kalimantan Utara,Logam,0.2
2021,Kalimantan Utara,Kain,0.2
2021,Kalimantan Utara,Karet/Kulit,0.1
2021,Kalimantan Utara,Kaca,0.1
2021,Kalimantan Utara,Lainnya,0.1
2021,Sulawesi Utara,Sisa Makanan,34.8225
2021,Sulawesi Utara,Kayu/Ranting,7.47
2021,Sulawesi Utara,Kertas/Karton,11.10625
2021,Sulawesi Utara,Plastik,19.13625
2021,Sulawesi Utara,Logam,2.5625
2021,Sulawesi Utara,Kain,3.8975
2021,Sulawesi Utara,Karet/Kulit,3.0625
2021,Sulawesi Utara,Kaca,2.64
2021,Sulawesi Utara,Lainnya,15.3025
2021,Sulawesi Tengah,Sisa Makanan,35.0
2021,Sulawesi Tengah,Kayu/Ranting,10.0
2021,Sulawesi Tengah,Kertas/Karton,20.0
2021,Sulawesi Tengah,Plastik,13.0
2021,Sulawesi Tengah,Logam,6.0
2021,Sulawesi Tengah,Kain,3.0
2021,Sulawesi Tengah,Karet/Kulit,3.0
2021,Sulawesi Tengah,Kaca,3.0
2021,Sulawesi Tengah,Lainnya,3.5
2021,Sulawesi Selatan,Sisa Makanan,45.366923
2021,Sulawesi Selatan,Kayu/Ranting,13.347692
2021,Sulawesi Selatan,Kertas/Karton,13.554615
2021,Sulawesi Selatan,Plastik,13.103846
2021,Sulawesi Selatan,Logam,4.315385
2021,Sulawesi Selatan,Kain,1.950833
2021,Sulawesi Selatan,Karet/Kulit,2.498333
2021,Sulawesi Selatan,Kaca,1.971667
2021,Sulawesi Selatan,Lainnya,4.384615
2021,Sulawesi Tenggara,Sisa Makanan,43.650002
2021,Sulawesi Tenggara,Kayu/Ranting,17.440001
2021,Sulawesi Tenggara,Kertas/Karton,16.780001
2021,Sulawesi Tenggara,Plastik,17.25
2021,Sulawesi Tenggara,Logam,1.54
2021,Sulawesi Tenggara,Kain,0.72
2021,Sulawesi Tenggara,Karet/Kulit,1.06
2021,Sulawesi Tenggara,Kaca,1.16
2021,Sulawesi Tenggara,Lainnya,0.4
2021,Gorontalo,Sisa Makanan,21.0
2021,Gorontalo,Kayu/Ranting,10.0
2021,Gorontalo,Kertas/Karton,10.0
2021,Gorontalo,Plastik,30.0
2021,Gorontalo,Logam,8.0
2021,Gorontalo,Kain,5.0
2021,Gorontalo,Karet/Kulit,7.0
2021,Gorontalo,Kaca,9.0
2021,Maluku,Sisa Makanan,20.75
2021,Maluku,Kayu/Ranting,19.75
2021,Maluku,Kertas/Karton,10.9
2021,Maluku,Plastik,19.4
2021,Maluku,Logam,3.8
2021,Maluku,Kain,5.15
2021,Maluku,Karet/Kulit,4.0
2021,Maluku,Kaca,4.35
2021,Maluku,Lainnya,11.9
2021,Maluku Utara,Sisa Makanan,34.0
2021,Maluku Utara,Kayu/Ranting,25.0
2021,Maluku Utara,Kertas/Karton,12.0
2021,Maluku Utara,Plastik,11.8
2021,Maluku Utara,Logam,2.3
2021,Maluku Utara,Kain,0.8
2021,Maluku Utara,Karet/Kulit,1.5
2021,Maluku Utara,Kaca,5.8
2021,Maluku Utara,Lainnya,6.8
2021,Papua,Sisa Makanan,32.5675
2021,Papua,Kayu/Ranting,19.906667
2021,Papua,Kertas/Karton,13.0325
2021,Papua,Plastik,20.805
2021,Papua,Logam,6.92
2021,Papua,Kain,2.35
2021,Papua,Karet/Kulit,2.073333
2021,Papua,Kaca,2.923333
2021,Papua,Lainnya,3.97
2021,Papua Barat,Sisa Makanan,44.0
2021,Papua Barat,Kertas/Karton,11.0
2021,Papua Barat,Plastik,26.0
2021,Papua Barat,Lainnya,19.0
2022,Aceh,Sisa Makanan,40.348397
2022,Aceh,Kayu/Ranting,13.1724
2022,Aceh,Kertas/Karton,11.403523
2022,Aceh,Plastik,18.561811
2022,Aceh,Logam,3.206719
2022,Aceh,Kain,2.545574
2022,Aceh,Karet/Kulit,2.191106
2022,Aceh,Kaca,2.258618
2022,Aceh,Lainnya,7.487746
2022,Aceh,Sisa Makanan,30.287059
2022,Aceh,Kayu/Ranting,15.079412
2022,Aceh,Kertas/Karton,11.142941
2022,Aceh,Plastik,21.060588
2022,Aceh,Logam,5.105
2022,Aceh,Kain,3.896875
2022,Aceh,Karet/Kulit,4.909375
2022,Aceh,Kaca,3.028235
2022,Aceh,Lainnya,6.703125
2022,Sumatera Utara,Sisa Makanan,33.835
2022,Sumatera Utara,Kayu/Ranting,16.969
2022,Sumatera Utara,Kertas/Karton,12.174
2022,Sumatera Utara,Plastik,14.654
2022,Sumatera Utara,Logam,2.343
2022,Sumatera Utara,Kain,3.365
2022,Sumatera Utara,Karet/Kulit,2.872
2022,Sumatera Utara,Kaca,3.383333
2022,Sumatera Utara,Lainnya,11.881111
2022,Sumatera Barat,Sisa Makanan,46.65375
2022,Sumatera Barat,Kayu/Ranting,11.754286
2022,Sumatera Barat,Kertas/Karton,12.8925
2022,Sumatera Barat,Plastik,18.250625
2022,Sumatera Barat,Logam,2.669375
2022,Sumatera Barat,Kain,1.377333
2022,Sumatera Barat,Karet/Kulit,1.206923
2022,Sumatera Barat,Kaca,2.029286
2022,Sumatera Barat,Lainnya,5.944286
2022,Riau,Sisa Makanan,35.245
2022,Riau,Kayu/Ranting,10.583333
2022,Riau,Kertas/Karton,10.183333
2022,Riau,Plastik,19.525
2022,Riau,Logam,2.328333
2022,Riau,Kain,3.27
2022,Riau,Karet/Kulit,2.283333
2022,Riau,Kaca,2.515
2022,Riau,Lainnya,14.066667
2022,Jambi,Sisa Makanan,36.362
2022,Jambi,Kayu/Ranting,11.1825
2022,Jambi,Kertas/Karton,11.036
2022,Jambi,Plastik,24.972
2022,Jambi,Logam,7.552
2022,Jambi,Kain,3.154
2022,Jambi,Karet/Kulit,4.104
2022,Jambi,Kaca,0.89
2022,Jambi,Lainnya,3.9525
2022,Sumatera Selatan,Sisa Makanan,46.37875
2022,Sumatera Selatan,Kayu/Ranting,10.2
2022,Sumatera Selatan,Kertas/Karton,10.96
2022,Sumatera Selatan,Plastik,18.4075
2022,Sumatera Selatan,Logam,2.71875
2022,Sumatera Selatan,Kain,2.71875
2022,Sumatera Selatan,Karet/Kulit,1.545
2022,Sumatera Selatan,Kaca,1.35375
2022,Sumatera Selatan,Lainnya,6.534286
2022,Bengkulu,Sisa Makanan,51.683332
2022,Bengkulu,Kayu/Ranting,17.69
2022,Bengkulu,Kertas/Karton,8.32
2022,Bengkulu,Plastik,9.386667
2022,Bengkulu,Logam,5.1
2022,Bengkulu,Kain,0.896667
2022,Bengkulu,Karet/Kulit,1.833333
2022,Bengkulu,Kaca,1.19
2022,Bengkulu,Lainnya,3.9
2022,Lampung,Sisa Makanan,47.774001
2022,Lampung,Kayu/Ranting,15.502
2022,Lampung,Kertas/Karton,8.664
2022,Lampung,Plastik,18.094
2022,Lampung,Logam,1.82
2022,Lampung,Kain,1.13
2022,Lampung,Karet/Kulit,0.892
2022,Lampung,Kaca,1.23
2022,Lampung,Lainnya,6.0925
2022,Kepulauan Bangka Belitung,Sisa Makanan,34.9375
2022,Kepulauan Bangka Belitung,Kayu/Ranting,16.82
2022,Kepulauan Bangka Belitung,Kertas/Karton,5.7175
2022,Kepulauan Bangka Belitung,Plastik,27.8175
2022,Kepulauan Bangka Belitung,Logam,2.32
2022,Kepulauan Bangka Belitung,Kain,2.6475
2022,Kepulauan Bangka Belitung,Karet/Kulit,2.173333
2022,Kepulauan Bangka Belitung,Kaca,2.8025
2022,Kepulauan Bangka Belitung,Lainnya,9.5125
2022,Kepulauan Riau,Sisa Makanan,35.066667
2022,Kepulauan Riau,Kayu/Ranting,12.8
2022,Kepulauan Riau,Kertas/Karton,22.1
2022,Kepulauan Riau,Plastik,17.033333
2022,Kepulauan Riau,Logam,2.266667
2022,Kepulauan Riau,Kain,4.3
2022,Kepulauan Riau,Karet/Kulit,2.866667
2022,Kepulauan Riau,Kaca,1.866667
2022,Kepulauan Riau,Lainnya,1.7
2022,DKI Jakarta,Sisa Makanan,25.5
2022,DKI Jakarta,Kayu/Ranting,31.59
2022,DKI Jakarta,Kertas/Karton,12.17
2022,DKI Jakarta,Plastik,19.18
2022,DKI Jakarta,Logam,1.27
2022,DKI Jakarta,Kain,0.74
2022,DKI Jakarta,Karet/Kulit,0.44
2022,DKI Jakarta,Kaca,2.03
2022,DKI Jakarta,Lainnya,7.08
2022,Jawa Barat,Sisa Makanan,44.66
2022,Jawa Barat,Kayu/Ranting,12.847273
2022,Jawa Barat,Kertas/Karton,10.966154
2022,Jawa Barat,Plastik,19.28
2022,Jawa Barat,Logam,2.339231
2022,Jawa Barat,Kain,3.127692
2022,Jawa Barat,Karet/Kulit,1.306667
2022,Jawa Barat,Kaca,2.753846
2022,Jawa Barat,Lainnya,8.525385
2022,Jawa Tengah,Sisa Makanan,42.973077
2022,Jawa Tengah,Kayu/Ranting,11.5544
2022,Jawa Tengah,Kertas/Karton,10.788889
2022,Jawa Tengah,Plastik,18.491482
2022,Jawa Tengah,Logam,3.452593
2022,Jawa Tengah,Kain,3.111852
2022,Jawa Tengah,Karet/Kulit,1.79625
2022,Jawa Tengah,Kaca,2.745769
2022,Jawa Tengah,Lainnya,7.421538
2022,Daerah Istimewa Yogyakarta,Sisa Makanan,48.05
2022,Daerah Istimewa Yogyakarta,Kayu/Ranting,11.75
2022,Daerah Istimewa Yogyakarta,Kertas/Karton,14.7475
2022,Daerah Istimewa Yogyakarta,Plastik,26.8625
2022,Daerah Istimewa Yogyakarta,Logam,1.0825
2022,Daerah Istimewa Yogyakarta,Kain,0.455
2022,Daerah Istimewa Yogyakarta,Karet/Kulit,0.37
2022,Daerah Istimewa Yogyakarta,Kaca,0.87
2022,Daerah Istimewa Yogyakarta,Lainnya,2.376667
2022,Jawa Timur,Sisa Makanan,49.323226
2022,Jawa Timur,Kayu/Ranting,9.548387
2022,Jawa Timur,Kertas/Karton,9.883226
2022,Jawa Timur,Plastik,16.087742
2022,Jawa Timur,Logam,1.843226
2022,Jawa Timur,Kain,2.256552
2022,Jawa Timur,Karet/Kulit,1.312667
2022,Jawa Timur,Kaca,1.572258
2022,Jawa Timur,Lainnya,5.906
2022,Banten,Sisa Makanan,44.580001
2022,Banten,Kayu/Ranting,11.346667
2022,Banten,Kertas/Karton,11.603333
2022,Banten,Plastik,17.778333
2022,Banten,Logam,2.55
2022,Banten,Kain,2.256
2022,Banten,Karet/Kulit,1.464
2022,Banten,Kaca,2.431667
2022,Banten,Lainnya,5.532
2022,Bali,Sisa Makanan,22.134286
2022,Bali,Kayu/Ranting,48.585715
2022,Bali,Kertas/Karton,6.967143
2022,Bali,Plastik,13.977143
2022,Bali,Logam,1.494286
2022,Bali,Kain,0.9
2022,Bali,Karet/Kulit,1.985714
2022,Bali,Kaca,1.266667
2022,Bali,Lainnya,2.998571
2022,Nusa Tenggara Barat,Sisa Makanan,40.458571
2022,Nusa Tenggara Barat,Kayu/Ranting,12.43
2022,Nusa Tenggara Barat,Kertas/Karton,8.712857
2022,Nusa Tenggara Barat,Plastik,15.445714
2022,Nusa Tenggara Barat,Logam,6.676667
2022,Nusa Tenggara Barat,Kain,2.362
2022,Nusa Tenggara Barat,Karet/Kulit,3.056
2022,Nusa Tenggara Barat,Kaca,2.876
2022,Nusa Tenggara Barat,Lainnya,11.625
2022,Nusa Tenggara Timur,Sisa Makanan,25.833333
2022,Nusa Tenggara Timur,Kayu/Ranting,23.166667
2022,Nusa Tenggara Timur,Kertas/Karton,13.0
2022,Nusa Tenggara Timur,Plastik,21.5
2022,Nusa Tenggara Timur,Logam,4.0
2022,Nusa Tenggara Timur,Kain,2.5
2022,Nusa Tenggara Timur,Karet/Kulit,1.5
2022,Nusa Tenggara Timur,Kaca,3.75
2022,Nusa Tenggara Timur,Lainnya,9.166667
2022,Kalimantan Barat,Sisa Makanan,34.754
2022,Kalimantan Barat,Kayu/Ranting,5.006667
2022,Kalimantan Barat,Kertas/Karton,9.25
2022,Kalimantan Barat,Plastik,18.705
2022,Kalimantan Barat,Logam,5.3
2022,Kalimantan Barat,Kain,1.255
2022,Kalimantan Barat,Karet/Kulit,3.92
2022,Kalimantan Barat,Kaca,2.145
2022,Kalimantan Barat,Lainnya,17.9075
2022,Kalimantan Tengah,Sisa Makanan,36.173333
2022,Kalimantan Tengah,Kayu/Ranting,11.563333
2022,Kalimantan Tengah,Kertas/Karton,9.705556
2022,Kalimantan Tengah,Plastik,23.846667
2022,Kalimantan Tengah,Logam,2.274444
2022,Kalimantan Tengah,Kain,3.085556
2022,Kalimantan Tengah,Karet/Kulit,3.06375
2022,Kalimantan Tengah,Kaca,2.06625
2022,Kalimantan Tengah,Lainnya,8.791111
2022,Kalimantan Selatan,Sisa Makanan,47.906667
2022,Kalimantan Selatan,Kayu/Ranting,10.644
2022,Kalimantan Selatan,Kertas/Karton,9.846
2022,Kalimantan Selatan,Plastik,20.693
2022,Kalimantan Selatan,Logam,1.875556
2022,Kalimantan Selatan,Kain,1.714444
2022,Kalimantan Selatan,Karet/Kulit,1.813333
2022,Kalimantan Selatan,Kaca,2.437778
2022,Kalimantan Selatan,Lainnya,8.245
2022,Kalimantan Timur,Sisa Makanan,51.36
2022,Kalimantan Timur,Kayu/Ranting,5.325556
2022,Kalimantan Timur,Kertas/Karton,12.888889
2022,Kalimantan Timur,Plastik,19.544444
2022,Kalimantan Timur,Logam,2.876667
2022,Kalimantan Timur,Kain,2.326667
2022,Kalimantan Timur,Karet/Kulit,0.656667
2022,Kalimantan Timur,Kaca,1.957778
2022,Kalimantan Timur,Lainnya,3.063333
2022,Kalimantan Utara,Sisa Makanan,46.400002
2022,Kalimantan Utara,Kayu/Ranting,8.2
2022,Kalimantan Utara,Kertas/Karton,23.4
2022,Kalimantan Utara,Plastik,21.299999
2022,Kalimantan Utara,Logam,0.2
2022,Kalimantan Utara,Kain,0.2
2022,Kalimantan Utara,Karet/Kulit,0.1
2022,Kalimantan Utara,Kaca,0.1
2022,Kalimantan Utara,Lainnya,0.1
2022,Sulawesi Utara,Sisa Makanan,34.093636
2022,Sulawesi Utara,Kayu/Ranting,13.372727
2022,Sulawesi Utara,Kertas/Karton,10.803636
2022,Sulawesi Utara,Plastik,19.109091
2022,Sulawesi Utara,Logam,2.402
2022,Sulawesi Utara,Kain,3.618182
2022,Sulawesi Utara,Karet/Kulit,2.291818
2022,Sulawesi Utara,Kaca,2.468182
2022,Sulawesi Utara,Lainnya,14.738889
2022,Sulawesi Tengah,Sisa Makanan,31.232
2022,Sulawesi Tengah,Kayu/Ranting,9.154
2022,Sulawesi Tengah,Kertas/Karton,13.188
2022,Sulawesi Tengah,Plastik,12.462
2022,Sulawesi Tengah,Logam,5.0
2022,Sulawesi Tengah,Kain,2.312
2022,Sulawesi Tengah,Karet/Kulit,2.52
2022,Sulawesi Tengah,Kaca,2.358
2022,Sulawesi Tengah,Lainnya,7.05
2022,Sulawesi Selatan,Sisa Makanan,45.42375
2022,Sulawesi Selatan,Kayu/Ranting,12.846
2022,Sulawesi Selatan,Kertas/Karton,13.935
2022,Sulawesi Selatan,Plastik,13.793125
2022,Sulawesi Selatan,Logam,4.315
2022,Sulawesi Selatan,Kain,1.871429
2022,Sulawesi Selatan,Karet/Kulit,2.503333
